reviews,sentiment,product_category
"IMO, you need to really consider powder detergent especially if you have a high-efficiency washing machine.  I used the Ariel Original powder detergent (which is now my #1 go-to for everyday clothes) and had to try this OXI version, too. I have a HE Maytag top loader with the option of deep fill.  I used to use deep fill often, which uses more water and detergent per load.  I did this mostly because I couldn't get a good deep clean for my kid/dog/hubby clothes on the regular HE option.  No More!  This detergent gives me a perfect deep clean with the HE option!My laundry nemesis is sports clothing, especially my Athleta gear and my hubby's BJJ gi.  These are expensive products that can't take harsh detergents or bleach. I’ve used many different brands of detergents for these items. I tried just about every treatment and remedy to get sweat stains and smells out of the gi out with no change. Based on my great results with Original Ariel powder, I tried this Ariel with Ultra Oxi powder. Imagine my surprise when it took out the sweat stains and gym smells, without fading the trim or patches! No pretreat or additive was needed.  My Athleta gear also came out fresh and clean, with all the fabric's wicking properties intact (did not use fabric softener). Also took the consistent dinginess out of my white bath towels.  I used it to wash some smelly kids' shoes and dog towels--everything came out clean and fresh!Additionally, it's more environmentally friendly with less water in the manufacturing process and the thin plastic bag vs a plastic jog. I poured my bag of detergent into an old laundry pod detergent container, and it works great.  And, have you looked at the amount you need per load? You need only a little bit. You get a lot of loads in one small bag.Next big thing: it dissolves beautifully, even in cold water! Because our winter cold water is painfully cold, I do sometimes dissolve the powder in some hot water, but I'm not sure you need to do that. And the scent is quite fresh and clean and not overpowering. It rinses clean with no residue in the drum. Of course, it deep cleans and the clothes look great. Colored clothes are bright and whites are truly white, not dyed blue. It also appears to be gentle on clothes, with no pilling or fading. In fact, a lot of my clothes and towels looked better than ever after 1 wash.Let's talk price--I can't believe you can get such a high-quality detergent at such a fair price (at the time I wrote this the price per load was about 15 cents).So, I really think Ariel with Ultra Oxi is an excellent product, and if you haven’t tried it you definitely should!Hope you found this review helpful!",positive,washing powder
"$9 is a great deal for a bag of laundry detergent this big, and it lasts a long time. Its laundry detergent particles are relatively large, but the washing is still quite clean, and it leaves a fragrance. It's a pity that if you wash it by hand, you will find that your hands are very rough after washing. If you wash it in the washing machine, it is still recommended.",positive,washing powder
"Has a very nice clean smell, works well with hugh efficiency washers",positive,washing powder
"I guess I misunderstood the pkg pictures and thought these were little wrapped pkts of powder detergent. If you thought so too, don't be confused when you simply receive a large bag of powder detergent. The detergent is simple and works well. It is definitely fragranced, like a traditional soapy smell similar to that Irish bar soap.",positive,washing powder
"This is good laundry detergent. I like that it contains Oxi, so it will help get out stains. I need to use powder detergent because I have a small washing machine and the little pods have too much in them for me. This has a nice scent, I would describe as fresh. It's not overpowering, but also you can smell it slightly on your washed clothes, which I like because they feel fresh. The bag is slightly thin, but I remedied that by putting the entire bag into a jumbo slider freezer bag and it fits with room to spare. If you're going to the laundromat you can scoop some into a smaller baggie to take with. This will be my new go-to laundry detergent.",positive,washing powder
"I’m surprisingly pleased with this laundry detergent. I’m a little finicky when it comes to laundry soap — and was a little skeptical ordering it off of Amazon. It has to work, not cause any irritation to my skin, and it has to smell good. This stuff delivers on all three! And a bonus that I can now order it and have it delivered right to my door!!My only recommendation is if you have a front loader washing machine, put it in the drum before anything else to avoid it getting trapped in the clothes and clumping up.",positive,washing powder
I love this detergent!  It cleans well and smells fantastic.  I use the Oxy Ariel on my whites and regular on my colors.  It smells so good and fresh.,positive,washing powder
"Smells GREAT! Very clean fresh scent - I use this on heavier loads of laundry in lieu of my pods. It just works nicely for socks, undies, towels and sheets. I moved it into a different container however, because it just comes in a non-resealable bag, which does NOT work for storage and use. As long as you have something to transfer it to, its great!",positive,washing powder
"clothes smell good and the fragance lasts along time, good price.",positive,washing powder
Great value for the money as well as wonderful smell.,positive,washing powder
This is the freshest scent I’ve found and it lasts.,positive,washing powder
"Half the soap was in package it was shipped I lost slot of it on the floor this was not good, not sur how it got so messed up but losing some did not make me happu",negative,washing powder
Just as described,neutral,washing powder
This box of detergent is unusable.  It came sealed in plastic but the contents is clumpy and and hard chunks.  I want a refund.,negative,washing powder
Seriously... isn’t that price gouging!!! 30 dollars for 80loads!!,negative,washing powder
"I am writing this review with a new found purpose in life... For up until a few hours ago I was on a willmaker .com planning my ultimate demise. I had bequeathed all my worldly possessions... including  but not limited to a television, router, and top Ramen.... to my teenage son. With a heavy heart and peaceful soul I accept my fate at the hands of his socks.... those mismatched, stained, dingy, putrid, stench ridden vessels of the apocalypse...  the only thing left to do is wait for the toxins in the air to reach my bloodstream...  for it is laundry day.(Enter Molly's stage left)  A bag of Molly's rests atop a milky white washing machine. A gift from the gods perhaps... a beacon of hope in a otherwise futile world.... using what little strength I can muster; I physically touch the encrusted Hanes-ish vessel and fling it in the direction from which the bright light of Molly eminates. With a loud crack the projectile ricochets off the lid and into the washer. I quickly lock the lid preventing the hell spawn demon sock from escaping its sterile citrus fresh tomb... As the fill cycle begins, I can almost hear the wails of defeat from the dark abyss.I run quickly outside to escape the green haze of stench and fill my lungs with the cool,  fresh, air.  The neighbors staring at the wild-eyed woman trying her best not to hurl - I wave weakly and sit on the porch awaiting my fate... all too soon I hear the musical chimes that indicates that washer has done its best. To what carnage will I return to... shards of whirlpool embedded in the sheet rock? With the courage of s warrior I slowly make my way back into the once jubilant abode. Each step announces my feeble attempt at making peace with the sock.... step..... breathe..... step..... exhale.... the anticipation is stifling.... And then when all seems in vain....  the lid pops open...  a waft of fresh air passes through my senses. I am taken back to a joyous time.... a time of peace and tranquility.... void of hormones and sweat glands... all is right in the universe.  And watching all of this; still perched atop the washer sits the bag of Molly's. Triumphant in her battle vs. the sock.",positive,washing powder
"I am in the process of trying a number of different Molly's® Suds products, including the 2-in-1 Original Laundry Powder with Oxygen Brightener Boost. I use the Brightener as an additive or boost to the laundry detergent; I do not use it as the only detergent in the load. The Brightener has proven to be color safe. It probably brightens my color loads some, but I cannot tell by how much. I do think the Brightener helps to get my laundry clean. I love the fragrance, a nice, crisp, clean mix of peppermint and lemon. Overall, I think the product is effective, but I am not sure by how much. For example, I would not use the 2-in-1 Original Laundry Powder with Brightener alone to clean my laundry. I am happy enough with the product, however, to buy it again.",positive,washing powder
"I used a whole bag of powder before reviewing - After using tide pods and soaps for all my life, I am still going back and forth on this. I know this is definitely better for the environment and I don’t need to worry about a tide pod not fully disintegrating or any soap stains but I just don’t get that fresh clean smell or anything from using this powder so I go back and forth. After washing my dogs blankets, it sometimes still has a dog smell to it so I have to rewash again, which also makes me question if it’s actually fully cleaning my clothes. My clothes don’t smell like anything after washing which is fine but it’s not a satisfying clean smell so this may not be for you if you want clean laundry smell for the clothes but it is great for sensitive folks. Also it did leave some powder residue at the top of the washing machine, it did eventually wash away after I did more loads of laundry but it happens from time to time still. I don’t hate this though. I’m gonna still give it a chance and try another scent.",positive,washing powder
"I have sensitive skin and can't use the scented products normally but I can use this one. It has a mild peppermint scent that is very pleasant and doesn't aggravate my allergies or asthma. The best part is that it is very effective, I have not had good experiences with unscented/sensitive products. It seems like if it has to be for sensitive skin it loses something that makes it clean effectively. This product is not like that. I really like the product and would recommend it. I wanted to use one of the compressed products but this cleans much, much better. AND it does dissolve in cold water, no left over bits and grains of soap. A definite plus!!",positive,washing powder
I am so glad I ran across this product when searching for a detergent. I’m not a huge fan of the scent of the powder itself however after washing it doesn’t hang onto clothes. The best way I could describe it is that the clothes come out smelling like very very clean & fresh water. I previously used dreft and assumed that the little red bumps (baby eczema) was just Norma but it actually went away after switching. It seems like the bag will last a long time and is a good quantity for the price. Will definitely continue to purchase & look into other products as well.,positive,washing powder
"I use one scoop in my washing machine and my clothes come out clean and smelling fresh! I have a top loading machine so I add the powder while the water is running and mix it in before adding the clothes, otherwise there might be some white residue on the clothes when the cycle is finished.I’ve noticed I am a little itchier than normal so I’m going to try the un scented kind next, but I haven’t had a horrible reaction to the scent like I have with other brands.",positive,washing powder
"The cleaning power of this stuff is amazing. I find it works better when I use warm/hot water, I’m always shocked when I take my hubbys work clothes out of the wash and find them stain free! The scent is nice, but doesn’t last long on the clothes once they’ve been dries, but they do smell clean, just not the perfumey smells we’re all used to from the name brands. I’ve only tried the citrus scent so I can’t speak for the other scents but this one is pleasant and after dealing with covid, this one still smells normal to me so that’s a big plus!",positive,washing powder
This is a very concentrated product which is which why I mention the bag was not as big as I expected this was great as it does not take up much space.  When you open the bag there is quite a strong smell of peppermint oil but this does not carry over into the wash which was great for me as I don't want my wash to overpower me.  I have not done any muddy clothes but so far it is handling the normal wash great with clothes coming out as clean if not cleaner than normal washing powders.  I was annoyed with myself that the day after I ordered it I spotted a deal of 2 for 1 so check for deals i would say but otherwise it has been an excellent product.,positive,washing powder
"Literally there’s no going back for us! Although expensive, it definitely lasts for more than 70 loads as it is quite concentrated and I love the fact that it has few ingredients and all natural. The peppermint smell is only in the powder, once you’ve washed your clothes, they don’t have a perfume.",positive,washing powder
"I wanted to like this really bad but it sadly just doesn't do the job. I have sensitive skin and hoped this would be helping with that as well as with the cleaning but clothes didn't feel fresh and clean. Left white marks on the dark laundry. Went back to Ecover Zero or DP Liquid Soap Flakes. Both seems fine as it doesn't have strong smell or any at all...if you like scented ones, none of these would work for you.",negative,washing powder
"Our water is a little hard so this powder does not make any suds which are important for cleaning and disinfecting. There is a product (very old brand) similar to this in Home Bargains, probably a slightly different formulation but about half the price. Unfortunately I won't be buying this again. In fairness I use it for my running gear and I have to put in the anti bacterial stuff anyhow. Nowhere near as good as the Eco liquid stuff, apples and oranges perhaps but there you go. Their formulators need to think harder.",neutral,washing powder
"I hate companies that promote how good they are for the world then bump up their prices by 50% in less than 6 months. Its an ok product which was expensive to start with, now it is just for the people who have excess money to throw at things they probably don't need",negative,washing powder
