reviews,sentiment,product_category
"Normally when you order these detergent pods online they arrive melted and fused together.  Good luck returning them.  But this is an entirely new twist.The soap arrived and each soap disk was individually wrapped like a chocolate.  Failure to disclose this is reason enough to want to return it.  However, they doubled down on bad.  The soap disks arrive, individually wrapped, and totally pulverized and broken.Good luck getting this garbage into your dishwasher to wash the garbage off your plates.",negative,dishwashing tablet
"This box contained many empty wrappers. A number of the other ones, had been opened and crushed. Disgusting! You expect me to wash my dishes with that. Won’t be buying these again!",negative,dishwashing tablet
"I chose these because of all the rave and the good reviews and simply because of the brand having a good reputation. I used to use the generic dishwasher tablets and they never ever left a build up that I can’t even rub off with my fingers. Very disappointed in this. I’m never buying these again.Like literally, I used the last tablet of my generic brand and my dishes were perfectly clean…use these the following day and each day thereafter and disappointed each and every time.",negative,dishwashing tablet
we used to be very satisfied with this product - the last batch though must have been utterly misshandled during shipping/delivery ... every 3rd or so tablet is totally mused and crumbled up to pieces once it we try getting it out of the wrapper ! Unfortuntley we started to notice that a few days after the return window closed - what a shame  !,negative,dishwashing tablet
Be careful tearing open the foil packet!  Most of  the tablets have been smashed and crumbling.  My dishwasher still needs a rinse aid with product.  I ordered this product from Amazon because stores near me were out of stock without a restock date.  The quantity in the box at 94 will take me a year to deplete.  I do not store this under the sink.  I'm disappointed the product is smashed inside the foil packet.,negative,dishwashing tablet
"Had to rinse a load of dishes 3 times after using a detergent pod.  There wasn’t just a film - there was caked-on detergent on dishes.  If I used a glass I’d be drinking a small amount of detergent.  I  have never had this issue with any other product.  I rinse my dishes fairly well before putting in the dishwasher and use the washer to sanitize and deep clean..  These pods are not good.  Caked on detergent has happened twice and I checked to be sure the water was hot and the dishwasher was heating. I tried Cascade and didn’t have this issue, so I have thrown out the pods.",negative,dishwashing tablet
"These dishes have been ran through my dishwasher two separate times, and that was how they came out the third time. I don’t know if it’s this particular style of , but I will never purchase any Finish products again",negative,dishwashing tablet
"94 of these little beauties and each one is individually wrapped! Not only are they incredibly inconvenient to use but WHEN are companies going to take responsibility for their wasteful packaging? I've gotten other Finish dishwashing ""pods"" and each one was individually encased in plastic. I was hoping this product would be better. I'm trying another brand next time.",negative,dishwashing tablet
I’ve been using Cascade Platinum with no problems but decided to try this to save a few bucks. Big mistake!  Most times my dishes come out as if there is no detergent at all in the dishwasher.  I’m going back to Cascade Platinum.,negative,dishwashing tablet
"Unless you want 98 little packages of soap, do not use. Each package must be opened indivaydually. The results are statically bags that stick your fingers.",negative,dishwashing tablet
"I have used this product for years and really enjoy it, but this package didn’t work well for me. I usually buy it from the grocery store, but decided to stock up and bought on Amazon. The tablet doesn’t fully dissolve as sometimes. My dishwasher is getting older, so maybe that’s part of the problem. Sometimes it works, but about once every 10 washes or so, the tablet won’t dissolve. Maybe I got an old box or maybe it’s my dishwasher?",negative,dishwashing tablet
"These are hard as rocks and don't open in the dishwasher more often than not. Too late to send them back, but would not buy again.",negative,dishwashing tablet
Most of the pods were out of their wrappers.,negative,dishwashing tablet
"I use my dishwasher a lot. I go between the gel packs (which are nice and much less waste, but they can also stick and be messy) and then the good ol' fashioned hockey pucks like these guys. I ordered them last year and didn't have any issues. But this box that came in, I could tell something was off. Most of the pouches were smashed to pieces. Granted, you can say, ""well, you're still getting the product, just not in the shape that you were promised."" I didn't raise a stink about it at first because ""oh well, it all goes in the dishwasher anyway and as long as it works"" BUT IT'S MESSY. Not only is every little puck individually sealed (blessing or curse, your opinion) but once you open it, DISHWASHER FAIRY DUST just goes EVERYWHERE. Good thing this isn't made of glitter because I would still be cleaning it up. I don't know if it's the carrier to blame or the manufacturer. Perhaps they weren't stored in the right conditions or they were delivered with a thunderous THUD. I will be sticky to the Finish Gel Packs for the time being and I will take my risk on the sticky gel packs for now.",negative,dishwashing tablet
I had to rewash all my dishes with a cascade pod because this left little pieces that didn’t break down and also left a film on all the things in my machine.  I have never had a dishwasher cleaner do this.  I have used the liquid pods by Finish and they work great.  I would not recommend these.,negative,dishwashing tablet
Have used these on two different kinds of dishwashers and both had same results. Powder residue all over the dishwasher load.,negative,dishwashing tablet
These came in hard individually wrapped pods. Each pod you had to struggle to get the wrapper off and hope they didn’t crumble. No scent and didn’t clean that well. Amazon should be embarrassed.,negative,dishwashing tablet
"These are awful. I’ve used before with no issue, but maybe this is a bad batch. They crumble as you unwrap them. They literally just fall apart in your hands and make a mess. I will not buy again.",negative,dishwashing tablet
"At least half of the tablets I've used have been smashed into pieces or powdered entirely and some didn't even have the red ""powerball"" in the packet at all.They don't do a good, or even decent job of cleaning dishes. I always wipe down my dirty dishes in the sink before loading the washer and these still don't make a clean dish - no, they even leave a white residue behind on the dishes so once they're done washing, you have to wash them again (without detergent) to get them actually clean from being ""cleaned"" by these things.They're a total waste of time and money. If they were still in the return window from amazon, I would absolutely ​send them back. But, unfortunately, I bought the big pack and have been using them regularly for a couple of months and have many many many more to suffer through.Anyone who says these are good has been bribed for a good review, or lives in a muddy shanty town and knows no better.",negative,dishwashing tablet
"I used to use these all the time from other places. When I started buying them from Amazon, I expected the same product, but it very clearly is not. The dishes are disgusting and still have food on them, plus the rest are covered in a film. Amazon has a clear issue with providing inferior versions of a product under the same name, as this is not the first thing I've encountered this with. For shame.",negative,dishwashing tablet
"I've tried this in two different dishwashers now, because I moved recently. I thought the dishwasher at my last place was the problem, because some of the dishes would come out with food residue still on them and all of the dishes would need to be at least re-rinsed if not washed again entirely. However, I just moved into a brand new apartment with all new everything including the dishwasher, and SAME THING. Some of my bowls came out with a waxy/oily film on parts of them and others, and most of the dishes needed to be rewashed. I'm not sure how this can possibly work so poorly and make it to market but these absolutely do not work.",negative,dishwashing tablet
My dishes weren’t coming clean went thru the check list of what the issue could be….improved slight but still had a film all over everything….not hard water I use an add in product for this….then it was the last thing….THE dish soap….switched and next load with different product CLEAN GRUNGE FREE dishes….not sure what changed…have used  Finnish for years YEARS!,negative,dishwashing tablet
Leaves water stains,negative,dishwashing tablet
This might just be because AMAZON roughs up packages a lot but thi dishwasher detergent is not good. It does not clean and leaves a film on the dishes The little packet has to be opened with a scissor  Then you have to pour it into the dishwasher and hope it is good. I need some Cascade!!!!,negative,dishwashing tablet
"I canceled my subscription for this, even though it is the recommended brand for our dishwasher. The ones I had before had a gel wrapper that dissolved. These have foil wrappers and I prefer not to add to landfill. In addition, I suffer from severe fragrance sensitivity and don't like the ""fresh"" scent. It didn't bother me so much before, but now I have to unwrap a tablet and get a burst of fragrance (plus a headache and burning eyes) before throwing the wrapper in the trash. I will look for a more environmentally friendly product that has no perfume.",negative,dishwashing tablet
Doesn't clean as well a other leasing brand. Now I'm sick with a huge box of it.,negative,dishwashing tablet
"I’ve used this type Finish dishwasher pods for years. I ordered these about a month ago because they were cheaper than the “unwrapped newer pods.” I prefer the newer pods.  I finally opened the box yesterday.  The box seemed flimsy and a bit roughed up but since “they were wrapped pods” I never expected to have such a mess on my hands. Probably a third of the box of pods were crushed, empty wrappers, crushed detergent filled the bottom of the box. I couldn’t believe it.  This morning I decided to read the reviews…I’ve never needed to since this product has always been fine…well, look at the pictures and reviews/comments. My situation as well !  Something is definitely wrong. I know it’s probably too late to complain or get a refund or a replacement, but from now on I will be opening my box on arrival.",negative,dishwashing tablet
Didn’t like that it didn’t break down in the dish washer,negative,dishwashing tablet
Leaves stickiness in utensilsMany tablets are broken in the pack,negative,dishwashing tablet
"The pods are all open and out of the tiny bags they cane in. The pods or now g to be 1/2 pods, the 1/4 pods or the fine powder on the bottom do not make up for what was advertised.",negative,dishwashing tablet
"I bought this to use in my brand new dishwasher. These tables do not dissolve properly. They leave residue on the dishes and dishwasher. I thought there was something wrong with my dishwasher, even had someone inspect it. Turns out these tablets were the problem. I've tried other brands (name brands & white label tablets) and they work a million times better than these tablets. If I could return these I would. It was a waste of money and time.",negative,dishwashing tablet
I didn’t know there was a dishwashing detergent that didn’t do it’s job…but these are it. The cheap ones at TJs work better than these. If you use these you’ll need to do a thorough pre-cleaning and also rinse afterward b/c they leave a residue on your dishes. Wish I had gotten them retuned on time but now I’m stuck with them :-/,negative,dishwashing tablet
Every single tablet is broken in half or even into several pieces in the self packaging of each tablet. They don't even clean the dishes when they run through the wash cycle because they are already broken down and dissolve immediately. I am very disappointed in this purchase.,negative,dishwashing tablet
"I was horrified when I found out by accident that there was a thin layer of residue left on the bottom of my dishwasher after using half of a box of this product.  The residue feels like a slightly slimy powder, and concentrates near the door.I can't imagine how much residue have been taken into our bodies.... Don't buy this product, it is very likely harmful to your health!  I threw the rest of the box away immediately and bought a bottle of gel instead, which is from another brand, of course.",negative,dishwashing tablet
"I always ise finish and it works great. But this time, I am not sure what is wrong with the product. It is not cleaning any dish at all, not even a spoon. There is nothing wrong with the dishwasher as other product is working fine. It has caused lot of work for me and it is so frustrating.",negative,dishwashing tablet
"Ever since we started using these, they've left a nasty film over the top of our dishes.",negative,dishwashing tablet
"I'm someone who pretty much just gives 5 star reviews but let me tell you about these bad boys.  I honestly wouldn't mind the fact that they seem to have gone though more hell than iron man in end game but my problem is when my dishwasher is open it blocks where I keep the trash can and these pods.  Now I could rearrange my kitchen to avoid this problem but as it stands right now I have to open my under sink cabinet to pull one out close the cabinet open the dish washer and pour the powder out of the package and then close and run the dishwasher then reopen the cabinet to discard the wrapper.  If they were not all smashed I could open the cabinet omgrab and open the pod, hold the pod and throw out the wrapper, close the cabinet then open and place it into the dishwasher.  The first 30 times it didn't bother me but it has begun to weigh on my soul.  However at the end of the day they do work and you get what you pay for.",negative,dishwashing tablet
Used to clean dishes in dishwasher and even after pre-rinsing with dish soap by hand dishes still have a bad smell after having put them in the dishwasher with this soap.,negative,dishwashing tablet
"Soon after I switched to this soap, I started hearing a screeching sound when I would run the dishwasher.I had a repair guy out but he couldn't reproduce the sound. Turns out it was this soap. The liquid version of this (Finish Quantum) doesn't cause a sound so I switched back to that.",negative,dishwashing tablet
"I couldn't believe the low quality of this! The dishes come out just about the same as when they went in..there was still food stuck to the dish, and the dishes were still greasy. I've used 2 different major store brands, they work great. The difference is like night and day. I am grateful for the easy refund. Why is there so much hype for Finish? It was terrible.",negative,dishwashing tablet
