reviews,sentiment,product_category
                    The media could not be loaded.                 This item didn’t even come with a lid. I’ve ordered yeti of Amazon so I trusted that it’d come with everything. This was supposed to be a Christmas gift. Now I’ve gotta spend extra money on lids just so that it comes with a lid.,negative,mug
I can say I am highly disappointed with the cup given the brand. The design is beautiful however EVWRY SINGLE TIME. I hold cup drink it would leak around the magnetic lid and around the lid base. I reached out to customer service and their response was that the product is “not leak proof”. I am returning it and getting something else,negative,mug
"I've heard so many people rave about the Yeti products and how long they maintain the cold and hot beverages.  I was extremely disappointed with the lid.  When I first got my shipment I filled the cup with water and turned it upside down and yes the lid did hold.  It did not come loose.  However, the next day I filled it with coffee and I did get some leakage from the sipping area.  It seems that part of the lid isn't still proof.  I may just got back to using my Bubba.I gave it one star because the point of a travel mug is to take with you without spilling.",negative,mug
"I’m writing because I was given this lovely red tumbler as a gift when I lost my all time favorite Starbucks tumbler that I’d had for six years.  I was thrilled with the thoughtful gift, but I didn’t think it was keeping my drinks quite as cold as my other tumbler, but I couldn’t prove it.  However, this week I accidentally discovered I am probably correct.  My spouse had just purchased a Thermos brand tumbler and had it in the car about three hours before I got into the car with my newly filled Yeti holding ice water.  We ran errands, leaving our drinks in the summer hot car between locations.  When we returned home, both tumblers were about half full, but the Thermos brand still had ice cubes in it while mine did not... and the Thermos tumbler had been filled with ice and tea hours earlier.  I am very disappointed and do not think it should be this way.  $30.00 for a tumbler is expensive; it should be even better than the less expensive Thermos brand!Sent from my iPhone",negative,mug
This is not a mag slider yeti as advertised. Just has an opening. If you want slider like I ordered this isn’t it.,negative,mug
"No me agrado que no conserva lo caliente por eso ise esa compra.Se supone que para eso es el vaso para conservar lo caliente y no me sirvió.Yo quiero regresarlo porque como es buena marca y pague $37 dólares no es justo que pierda ese dinero. El problema que confíe en el producto y tire la bolsa y los stickers. Y ahora no se como regresarlo. Si me pueden ayudar con eso por favor, gracias…",negative,mug
I don't care if it doesn't say leak proof... a mug of hot coffee should not be dripping down the side of your mouth while drinking it!!! I am shocked and don't understand the hype about this product,negative,mug
"It’s clearly been used. It’s missing part of the lid, scratched everywhere and it is dirty. It has a very large scratch on the side I was unable to photograph. I am very disappointed",negative,mug
"I only purchased Yeti because I was under the impression that the quality is 2nd to none. I couldn't have been more wrong. My first time using this , I put my hot coffee into my bag as I go to work. I closed it i sealed it etc. Next thing I know my bag is leaking coffee. My computer and my work document are soaked. My suit is soaked. All because I thought this cup wouldn't leak everywhere. I'm extremely disappointed and frustrated. I try to get a refund and they want me to ship it back and deal with that hassle. Looks like its back to hydroflask for me.",negative,mug
"Such a pitty Amazon took over YETI handling and shipping!  Yeti used to send tumblers in specially designed 6-pack cardboard boxes, where every piece is perfectly protected. Amazon just tosses the tumblers in a big box, where 40% of the space is tumblers, 20% bubbles and 40% empty space where the tumblers are free to fly all over during shipping, hitting each other, having dents, scratches in their paint. Great perfectly made products, damaged by the new handler.",negative,mug
Not sure this is a genuine Yeti product but if so very disappointing.  A leaking cup is basically worthless.  this cup leaks,negative,mug
"Please consider other products if you are seeking a ""leak"" proof product....this cup leaks and is not anywhere near spill proof and/or leak proof...I read the comments and I looked at the number of people who liked it....I have found that the reviews with one and two stars are sometimes the most reliable views to be taken to heart. I failed to adhere to them and now I am back to shopping for another cup and sending this one back. Yeti is way overrated in my opinion and they are very expensive. So I may buy another cup, one that might leak just as bad, but at least I will not have spent nearly as much money.",negative,mug
Lid arrived with no magnetic piece to cover the hole.  Will have to purchase another lid.,negative,mug
"This product leaks badly , and is big to hold if you have small hands.  Did not keep coffee hot either - I returned the product.  THis is what they told me about that product, that is clearly not indicated anywhere in the description : The MagSlider Lid is not leak-proof, but is splash resistant. The YETI Rambler tumbler is designed for a press fit lid interface and cannot be leak-proof. The YETI Rambler bottles, with their threaded interface, are the leak-proof solution. Check out the new YETI Rambler 12 oz Bottle with Hot Shot Cap for the best to offer in leak-proof heat retention.You may notice that our MagSlider Lid resists spills and splashes with cold drinks better than hot beverages. This has to do with water viscosity as cold liquids have a higher viscosity than hot liquids. Cold drinks do not move or flow as fast.Hope this helps the next person when looking for a new mug!",negative,mug
"I received my Yeti 20oz with Mugslider lid. Looks great, well built. But after a hour or two, coffee is cold. While driving, the coffee will leak past the lid, and proceed to drip, all over your cars interior. I was hoping for something better. I also liked the information pamphlet that can with the cup talking about liquid viscosity, and how cold liquid is thicker, than hot, so hot liquid will have a tendency to leak around our Mugslider lids. Here's and idea, how about making a lid that doesn't leak when you put hot liquid in a cup???I digress, TLDR don't buy if you want to use it for hot liquid i.e. coffee.",negative,mug
"Poor design. I bought this after getting a recommendation from a friend. I figured with a $30 price tag and great reviews that I would be happy with my purchase. It only took one use to convince me that this was a bad purchase.I put hot coffee into my 20oz yeti to take to work (not full, only about 15oz). On my way out of the door I noticed that, if I sightly topped the cup when the top was on tight and the sip spout closed, the coffee would bubble out of the spout. I expected that the cup would at least keep my drink inside while closed completely. I thought that maybe I hadn’t closed it all the way and tried again, but it was closed. Poor design for hot drinks. Maybe it’s better for cold drinks.I’ve already used it now, so I probably can’t return it to Amazon.",negative,mug
"It is useless as is. You need to handle cost of return shipping, replacement snd cost of re-shipping one not broken. Thanks.",negative,mug
"I'm not sure how they call this ""leak proof"". It certainly is not. The top leaks. I ordered 2 and initially returned 1 because it leaked from the opening where you drink from. Yes, I closed it all the way and IT STILL LEAKS. I got a new one and it leaks also. So now I retuning both.  If you are toting this anywhere, like I do in my lunch carrier, don't tilt it at all or you will have a puddle of coffee. NEXT!",negative,mug
"I am greatly disappointed in this tumbler as it holds at most 15 ounces if you want to use the lid, which is the only way to keep a beverage hot or cold. It barely hold 18 ounces without the lid without spilling over. I will no longer waste my money on Yeti products, especially since after contacting the company & telling them I did an actual measured pour in it & they still insist it holds 20 ounces but “you may not be able to use the lid with that much in it”. False advertising.",negative,mug
"Sure, the coffee mug looks good and I really wanted it to work but its a no go for me. This thing leaks from 2 points of the mag slider. My coffee stayed warm for about 2 hours and I think thats being generous. Maybe if you are staying home and drinking your coffee under 2 hours this mug is perfect for you. I tried bringing it to work this morning and I usually carry my portable coffee mugs in the side pocket of my back pack. I set it down in my car and it spilled all over my seat. At work I refilled it and was driving around in my work truck watching this thing leak through the lid. Two hours had gone by and my coffee was almost room temp. Weak! I just printed up a return slip to send back",negative,mug
This was a Christmas gift to someone and the MAGNET LID is freaking missing.,negative,mug
"First, let me start by saying that I was a huge Yeti fan. I have owned three other 20 ounce tumblers prior to her ordering this one. The lid on this cup leaked badly, so I returned it and ordered another one. The replacement leaked even worse. Very frustrated, will not be buying another Yeti mug again.  Very disappointed at the lack of quality at this price point.",negative,mug
"This is not the product for you if you define travel coffee tumbler the way I do: place in the side pocket of my back pack, in the console of my car, with no worries of leaking. This Yeti lid, though easy to clean, leaks onto the surface of the lid when closed up tight. The lid also pops off easily, and I'm not happy with the spillage results from that. Lastly, it is so-so on keeping the coffee warm.",negative,mug
If it falls over it leaks.  Awful thermos.  Don't buy!,negative,mug
"I purchased this Yeti after trying out one just like this given to my husband by a vendor at work. I was so amazed by the fact that his keeps water so cold even a day later. Thinking this would encourage me to drink more water, I purchased one like his.Though it seems like I received the correct product, this certainly doesn't keep my water cold. It's just like any old cup. Of course I threw away the packaging immediately, so I'm stuck with an overpriced cup. I haven't tried coffee in it because if it doesn't keep cold drinks cold, I can't imagine it would keep hot drinks hot.If I try Yeti again, I certainly will not purchase through Amazon, and I will definitely test out the cup before discarding the packaging.",negative,mug
This product leaks a lot!  I thought I was getting a premium product by buying  YETI.  NOT AT ALL.  It didn't keep drinks Hot for long either.  I am sending it back.Could NOT recommend this Yetti product -- or any other Yeti product based on this experience.I had a Contigo insulated tumbler that I had for 20 years.  It worked extremely well -- COULD NOT RECOMMENDhot things stayed very hot for many hours and it NEVER LEAKED.  Found it again on Amazon and ordered two.  The price was very good -- especially compared to the Yeti!  I KNOW the CONTIGO WORKS!,negative,mug
It doesn’t keep coffee warm and is not leakproof.,negative,mug
Below average performance. Not worth it at all.,negative,mug
"When Yeti says “ the only drink lid that uses the power of magnets to keep your water, beer, or favorite drink on lock”, I took that term ‘lock’ to mean it wouldn’t leak. Silly me. Leaks like a screen door. For $30 bucks I expected this to be something I could grab heading out the door, throw in the truck cup holder and go. I tried this and had to go back inside to get paper towels to wipe coffee off my jacket and iPad.I saw a couple of aftermarket lids. Does anyone know if any of these seal properly?",negative,mug
"This cup has never kept my coffee hot since day 1. My old mug that I've had for years does a much better job at keeping thing hot or cold. After measuring the outside temp of the cup at 70 degrees I  placed boiling water in the cup, the temp rose to 103 degrees in a mater or minutes. Heat is not being retained. I filled out the warranty form with Yeti but I have not heard back.",negative,mug
"This is the WORST travel mug I've ever used.  I guess it's ok if you don't actually travel with it.  The lid is the problem.  They don't come out and say in the description that it's ""leak proof"".  You have to go to the manufacturer web site and watch a video to learn that.  It's not even ""splash proof"".  The liquid inside easily comes out just with normal motion of carrying it.Also, when you drink from it, some liquid pools up in front of the hole, so if you snap the closure shut after drink it it can splash up.  I got some on my glasses while driving, which was NOT COOL.Stay away from this mug!!!",negative,mug
I have purchased Yeti mugs from Dick's Sporting Goods in the past and they work great so I am familiar with Yeti's product. I ordered one of these cups and liked the color so ordered another one for a family member. We only use these cups for cold beverages. The cups worked fine for few weeks but then the outside of the cup began to feel cold after filling it with ice and beverage and it stopped keeping ice for more than 3-4 hours. I don't believe these are brand Yeti. I wish I had trialed the first one before buying the second one.,negative,mug
"Received the Yeti Rambler 20 oz tumbler. I loved the color sea foam green. It is a graduation gift which I'm giving today, 5-7-21. I was placing the cup in the gift bag & noticed the leakproof lid looked odd, there was no magnet on the lid to close over the opening. I bought the cup & handle, pd over $40.00 total & now I have to pay $10.00 for the replacement magnet. I just now got it out of the box it was shipped in & the magnet is not in the box. VERY DISAPPOINTED.",negative,mug
I received the yeti and it looks great but it is missing the magnetic piece for the lid.7/18.Still no response and this was for a gift. I had to order a 3 pack of the magnetic piece. Since I took one off of a brand new yeti I also bought for myself.,negative,mug
I love Yeti cups and bought a 20oz on 9/21 and absolutely loved it! not even a year later my cup is starting to taste like tin or aluminum.  I am extremely disappointed due to the brand name Yeti and the cost of the cups,negative,mug
Decent at being lean proof and it does a good job as far as keeping my drink cold.... my only complaint and I feel like it’s a big one is that this is sold as a 20oz rambler yet it only holds 15oz.  If that isn’t false advertisement then I don’t know what is.  Annoying pouring a drink in it and having to drink 5oz that are left from a 20oz drink...... if I had known these ran small then I would have bought a bigger one.... or maybe they could sell the product that they advertise????,negative,mug
"                    The media could not be loaded.                 I just received this Yeti yesterday. The lid is not leak-proof. There seems to be a hole in the underside of the lid. I uploaded a video. It appears to be a factory defect, or a mistake in the ways they plug the two holes on either side of the slide lid. I'll be returning this thing. I was hoping that spending so much money on one rambler would guarantee that I would get something of great quality. I really needed the lid to be leak-proof because this rambler is going into my fiance's lunch bag & it won't be set upright.",negative,mug
"If for some reason you pour your coffee in this tumbler, walk to your kitchen table and sit there the entire time to drink your coffee, it's great! But if you take this in your car to get or work or anywhere else, it leaks so bad. It leaks through the top part of the lid that you slide open and closed. I had ""high hopes"" for buying the Yeti brand and I literally got burned (by my coffee that poured out of the closed lid). It's not a small leak either, the liquid comes though at ease and literally gets everywhere. I know Yeti seems like the cool legit brand here, but do not buy this. It's cheap very poorly made.",negative,mug
Who would pack a cup without a lid? I should’ve paid attention the reviews.,negative,mug
Well the cup was broken and had no sliding closure on the lid. But it did come a day late. However there is good news at some point I may get a new one… maybe,negative,mug
"OK I’m really sad about this. Heard of the brand, I have the chairs, read the reviews, said it would keep your drink hot or cold. I want it for hot coffee. Made me a cuppa coffee put it in this thing within minutes it was cool not hot. Stuck it in the microwave, it appeared to be a microwave safe. Took it out no change in the temperature. I’ll try to three times and it more cold my coffee than it originally was so I returned it. I have several cold Type cups that work well. I just wanted something that will keep my coffee really hot in this did not do it in anyway shape or form",negative,mug
"I would have liked the tumbler if it was as advertised as a 20 oz, but it was a 16 oz. Measured with liquide.",negative,mug
I ordered one of these as I've been using a Tal bottle from walmart ($11) ... thinking this Yeti would be great and that it would keep my coffee hot not spill etc well all of the hype over these are false. My coffee is cold within minutes!!! It leaks and it's not so easy to hold unless you spend another $10 for the handle after spending $39  for the tumbler.  Pfft my Walmart tal works way more amazing. I can put hot coffee in it at 7am and it still hot at 7pm.  Don't believe me buy one. I will be returning my yeti and purchasing another tal from Walmart,negative,mug
I ordered this item as a gift and it was missing the magnet lid. Amazon won’t send a replacement so I have to buy the magnet lid separately now even though in the description it says it’s included. Without the magnet lid this item is basically a waste of money. I added a picture so you can see without the magnet lid you cannot close the tumbler.,negative,mug
"I used this once for coffee, very excited to have an insulated tumbler again after I had lost a cheap Contigo, it doesn't hold at all. Coffee bouncing around in it results in coffee spilled all over my backpack...",negative,mug
So disappointed! My coffee is spilling from the lid!!,negative,mug
"CHINA not USA... I have been looking for a thermal cup for some time now.  Looking at all the information provided by the maker, I was under the impression that this product was made in the USA.  Unfortunately, after unpacking and reading the bottom of the tumbler,  it states designed in Texas, MADE IN CHINA!I would not have made the purchase if I known that it was made in CHINA.",negative,mug
,negative,mug
I heard a lot of good things about YETI.  I usually don't pay a lot for a travel mug. But I purchased this one. Carrying the mug and my thermos while locking my door and the mug starts to leak at the magnetic slide. I had a travel mug that I paid a third of the price and it lasted over a year until the o ring went.,negative,mug
"The cup it self is good quality. It keeps my coffee warm for hours, as long as I leave it some where safe. I would love to know how you can label something a tumbler but as soon as it tumbles you better have some rags to clean up the mess it made.🤯🤯 I like how you can buy a handle for it but then again you already spent a boat load on the orginal cup now you need to but accessories. Wow such a scam just for a brand that really has only been around sense 2006. Look somewhere else for a coffee cup and save yourself some money.",negative,mug
The shipping took much longer than stated when I placed the order. Then the lid didn’t have the closet on it.,negative,mug
"BWP Sales advertised this rambler as a 20 ounce capacity. However, after owning it for a couple months I decided to check the volume. Imagine my surprise when this rambler only holds 16 ounces!  I am very unhappy because the seller's only response is that I cannot return this item since it is outside the return window. This vendor is falsely advertising this product. BEWARE if you buy any Yeti products from BWP Sales. I also ordered another cup and it came damaged but I returned it immediately.",negative,mug
I’m sure the tumbler would of been great if it didn’t come scratched up and where I live there is know where close to return this cup so looks like I’m out the money and can’t give it as a Mother’s Day gift which is what is was purchased for :(,negative,mug
"I love the Yeti brand and own several. They are always my go-to for gifts, which is why I was super disappointed that this arrived damaged. At first I thought it was maybe just paint or something and I could scrub it off, but this was AFTER using a couple different cleaning products. The bottom is all scratched up too. I still love the brand, but the quality control needs to be better, especially for the price.",negative,mug
"Not impressed at all! I've owned Yeti products for years, never have I've been so disappointed with a purchase! Both Rambler's I received a week ago already have fading spot's all over. They look absolutely hideous. The slider lids simply don't work. Even while completely closed, the lids release liquid. Either these Rambler's are poor quality knock-offs or Yeti has lowered their quality control standards and have begun to use cheaper processes during production. Even though this Amazon, I probably won't get a refund. The packaging was thrown away immediately after getting both of them. So, would I ever own another Yeti? Not very likely after this experience.",negative,mug
I got this for my dad.  He has a large Yeti that keeps things cold but he wanted a smaller cup for hot drinks.  I got him the 20 oz. Stainless and splurged on the magnetic lid.  Coffee was luke warm in 30 min.  I called Yeti customer service.  They reviewed the purchase & photos I they asked me to send.  They approved the return and told me the options for getting it back to them. But when I called back to get the return authorization they changed their mind and denied the return until I performed heating/cooling tests before they'd authorize it (even though they had already authorized it).,negative,mug
"So disappointed with this product. It leaks so bad! If it topples over, you'll be sure to have a big mess, even if the sliding lid is closed. I thought at first I didn't seal the lid tightly, but no... I experimented to see if it happens again and it LEAKS SO BAD!!! What's the use of having a lid/cover if it can't keep the liquid in?! This is one of the MOST AWFUL coffee tumblers I have ever had. So DISAPPOINTED with Yeti. This is not a quality product! I will never purchase another Yeti product again.BUY THIS AT YOUR OWN RISK!!!",negative,mug
"Total garbage and not worth the money unless you can keep the lid completely parallel to the ground. I made my coffee, put it in my bag, walk for blocks and by the time i got on the bus I could smell my coffee.  Not necessarily the results that Yenti pitches or justifies a $30 price tag. I am so glad I chose to put it in a plastic bag lined with paper towels before putting it in my bag or everything would have been covered in coffee. The top where you drink from was leaking like crazy. What a joke this thing is. Trust me, buy an Otterbox. At least they don't leak.",negative,mug
"A full 20 oz cup of scalding hot coffee cooled to lukewarm in 2.5 hours sitting unopened on a table inside a warm room.  Lid leaks profusely when closed. Hot coffee doesn’t drip or slowly leak, it literally gushes out the closed lid in a 2” long stream...through a CLOSED LID.  Unlike Yeti’s enclosed explanation of liquid viscosity suggesting hot fluids are more likely to leak than cold fluids, having a 2” long stream of hot coffee gushing out of a closed lid does not even happen in my much less expensive Target brand Chinese thermal cups.",negative,mug
Arrived a day later and without the magslider attachment for the lid! Without that it can’t be sealed and is basically useless. Another black one isn’t arrive for days. Seriously disappointed and won’t repurchase.,negative,mug
It leaks when you are not holding straight and this is annoying !,negative,mug
"This is absolutely a fake YETI - do not buy if you're looking for the real thing! I took it into the official YETI store when it showed odd color changes after the first time through the dishwasher. They identified it as a fake and held it up next to the real thing as a comparison (see photos - green is the fake). Even worse, the real ones are cheaper at $29.99. This may be a fine thermos, but it is NOT a YETI. If you're looking for the real thing, order directly through YETI.",negative,mug
Thought I would get one with magnetic black lid ! But why it has no and looks like that?,negative,mug
"Pretty pointless without the magnetic clasp, not really sure how they managed to screw this up. Gave me the option to exchange for silver, but I obviously purchased the color I wanted so I’m not compromising on something that wasn’t my error to begin with",negative,mug
"I’m giving this one star because it doesn’t do what any basic coffee thermos should do: not leak. Held upright, with the lid on and the mag slider closed, my coffee consistently splashes up and leaks out the top through the mag slider. There is no way I could travel with this thermos without it leaking — even just walking or having it stashed upright in the side pocket of a backpack. I’ve seen other reviewers with this issue, so I do t know if it is a batch defect or what.It does keep my coffee warm and it’s easy to clean. So there’s that!",negative,mug
I ordered one and it came without the mouth piece so I thought maybe it was missing so I returned it and had them send me another and that one came in the same way.....my problem with it is that they show the picture with the mouth piece attached if that's the case take that picture down and show it as it is!,negative,mug
"Leaked and decided to go back to a cups I can buy at Target.I had really hoped that I would have a good experience because the packaging, size, and all of the features it was supposed to have really attracted me.At the end of the day though it would leak when I used it to drink out of.For the price I'm not going to Monkey around I just returned it and headed off to Target. The cups I buy at Target aren't as cute but they don't leak on me.",negative,mug
"I've never purchased a Yeti before so I can't say for sure if this was a knockoff, however I can say Yeti or not, I'm completely disappointed with the lid. This claims to be ""spillproof"", which it's clearly not. I filled it with boiling water and put the lid on it (I use it to warm my son's bottle when we're on the road), stuck it in the diaper bag thinking it was spillproof. When I put the diaper bag over my shoulder and leaned over to pick something up, the water leaked out of the lid and burned my backside, causing a blister.",negative,mug
I have several yeti tumblers.I purchased a 20 ounce rambler for a friend in Tahoe blue.  Prong horn outfitters dropped the ball they put 30 ounce Tumblr's in a plastic bag with a UPC label that says 20 ounce.  That was the correct color but the wrong size the 30 ounce is nowhere near the same size or same shape so whoever is packing the boxes is not paying attention to their job details! I can't even re-order right now  to try to get the right item because I'll end up with a 30 ounce  instead of a 20 ounce.,negative,mug
I bought a pink yeti alas a gift for a frienf and received a white one. The bimni pink was way more expensive.,negative,mug
"Arrive without the lid and the magnet.Also, have a defective.",negative,mug
I just bought this tumbler for work. During my first time use it leaked and coffee was everywhere on my clothes and bag. Honestly very disappointed.,negative,mug
This product was recommended to me however it is not what I expected. I purchased this for my hot coffee yet it has never been coffee once I made it to work in 20 minutes. The price of it isn’t worth the usage of hot beverages. I wish I sent it back.I will continue to use look for a different brand that is more reliable in keeping hot drinks hot.,negative,mug
"I've already used it so I can't send it back, but a $10mug from the dollar store would hold ice longer. Ice starts melting within an hour, and coffee starts getting Luke warm within an hour. My daughter-n-law says I must of gotten ripped off bc all of her yettis will keep ice all day and will still havesome ice in it the next day.",negative,mug
"I bought this for my husband. He said it Did not keep his coffee hot for hours. By the 3rd hour it was only luke warm. I'm not sure if I received a fluke commuter mug or if this is standard for a Yeti Rambler. In any case, it is too pricey for only a couple of hours of keeping coffee hot. I am returning it and buying him a Contigo like mine for a lot less.",negative,mug
"FALSE ADVERTISING1) Not stainless steel it's actually aluminum.2) Stainless steel doesn't stain or rust.3) Yeti is made of ALUMINUM which stains and rusts.4) Yeti's warranty doesn't cover rust.  See their website where it states rust isn't covered under their warranty and  suggests a solution to their rusting products is to use Barkeepers Friend to clean out the rust.5) STOP selling your products advertising  ""Stainless Steel"" as a way to charge outrageous prices.",negative,mug
"Bought this thing after avoiding this brand for so long. Just always felt it was overpriced. Welp I gave in because I was tired of my $10-15 Walmart cups that fall apart, but they don’t leak….. This thing I was pumped because I figured this would be “you get what you pay for” nope, this thing leaks any chance it get gets a lil tip…",negative,mug
It started ok then after 3 uses it leaked all over.I regret this purchase and the return window closed.,negative,mug
"This pic is my first use, not kidding. It looks 10 years old? What's with the scratches. Also, I ordered navy color. Getting so sick of Amazon.",negative,mug
"I just bought this today and I liked it up until I dropped it, while walking through my kitchen. The lid shattered and my drink spilled everywhere. I then (finally) read the reviews and found out this may be a counterfeit product, and not the original. I really hope that this is the case because I was a proud owner of a YETI for like 6 hours. . .Not as described, not happy.",negative,mug
First and foremost is that it leaks!!!!! This thing Is expensive! And it leaks. Second…it doesn’t fit under my keurhig coffee maker. And third…you have to hold it with your right hand and I’m left handed. I actually ordered two different styles of Yeti and they both leaked I was disgusted. I went back to my 12 oz Starbucks cup that never leaks but is smaller than I wanted.,negative,mug
"I'm extremely disappointed in this first Yeti purchase. I live in the outdoors, on a farm, and my first trip with my new Yeti tumbler resulted in hot tea splashing out of the top of the cup through the closed lid and onto my truck. If you are just sitting at a desk and want your drink to stay hot for a while, this will work. If you are active and expect this expensive mug to keep the liquid in, not for you.",negative,mug
